title,rating,body,date
Due to manufacturing defect. it cannot be repaired.so please cancel this order  .,1.0,I have opened the product on yesterday.its unable to use due to manufacturing defect.we call Philips service centre.they came here and told it's manufacturing fault and cannot repair. So request you to please cancel this order and reverse my money at the earliest.,18 November 2020
Basket has a flaw. Can’t be cleaned easily,1.0,The basket has a flaw. It can’t be cleaned easily. It is an obvious design flaw that Philips somehow can’t be bothered to fix. You will have to spend extra money on getting a better basket that Philips sell separately.,30 November 2020
Recipe Book,3.0,"List of items in this order showed a Recipe Book also. This Recipe Book was missing in the delivery box. Kindly arrange to send the Recipe Book, which is so important to use this item.",6 July 2020
Missing : Recipe booklet,2.0,There is no instruction manual or Recipe booklet.,17 June 2020
Capicity of air fryer,3.0,"There is not written capicity of mould or air fryer.I want 3 litre capicity.so,I want to return this product.",11 January 2021
No recipe book,3.0,Not a Philips India product. How to register for warranty?? Also no recipe book inside!,28 June 2020
Broken/damaged product,1.0,"Your browser does not support HTML5 video.


   I just opened the packaging and the product is broken.",31 January 2021
Seller not good,3.0,Seller has supplied a defective product. Have to coordinate with Philips persons to fix the problem,23 December 2020
No instruction manual,1.0,No instruction manual or recipe book..unclear how to even open the fryer..extremely disappointed,31 October 2020
Product is good,2.0,The product does what it's intended to do. I guess seller misplaced the recipe book,18 June 2020
Broken piece delivered.,1.0,Damaged product delivered!,27 July 2020
No warranty,2.0,"Product delivered without warranty card, recipe book is not available and even no  giude sticker pasted on the product to use and  there no receipe book inside.",18 September 2020
Chinese product,2.0,"No user manual. No warranty Card, no recipe guide. Item sent is manufactured in China",31 October 2020
Manual of instructions,3.0,We have not received any user manual and operational instructions and recipe books.,21 October 2020
"Very cheap product, not worth buying",1.0,Very cheap productnot worth buyingBasket is worstWith just 15 mins outer surface got too heat,28 November 2020
Incomplete order received,1.0,Did not receive the recipe book.For such an expensive product not getting complete set is unacceptable.,18 August 2020
Recipe book and Instruction Booklet not sent.,2.0,No recipe book or instruction booklet was sent with the Philips Air Fryer. For a first time user It is difficult to operate. Please send the booklet asap.,26 September 2020
Different product delivered,1.0,Totally different product delivered without indicator light and display as shown in pic. Very disappointed from this.,6 July 2020
Instructions manual with recipe booklet required,1.0,The product is made in China and does not have the receipt booklet I wish if you could provide me the recipe booklet with instructions,3 October 2020
NO RECIPE BOOK.......,3.0,I reviewed my order today but there is no recipe book in it. Now how am i supposed to use it😓😓. Otherwise its kind of good.......,27 October 2020
Broken Product,1.0,Broken products...requested for return/replacement but no response,16 September 2020
Not much useful,1.0,Not much useful only french fries can be cooked will not prefer,24 September 2020
Please replace,1.0,It's not getting locked. We got faulty product. It's not even a month and we are facing issue. Please replace.,18 February 2021
Used and worst product,1.0,Received used product please check your product,8 December 2020
Damaged product,1.0,I got the product wth broken handle.Outside box was ok.Inspite of repeated calls product has not been picked up & refunded.,5 February 2021
Recipe book?,2.0,"I haven't received the recipe book and also, there are scratches on the product.",6 February 2021
DEFECTIVE ITEMS DELIVERED TWO TIMES,1.0,Defective item recieved two times. It’s better to go to chroma and buy by Checking the product yourself.,8 November 2020
Nice product but should have given instruction manual and basic cookbook,3.0,Didn't receive instruction manual or any recepie book.No guarantee card was attached.Only bill was given.,29 October 2020
Product,3.0,Didn't receive the recipe book. Good product.,5 September 2020
No user manual with the product⁉️,3.0,"There was no user manual, recipe bookletI had to google to open it as I am a first time user",3 October 2020
Defective item,1.0,Broken piece sold by Cloudtail and fulfilled by Amazon,27 September 2020
No recipe book,2.0,"Cheating,  i booked pillips specially recipes book, there is no book in box",24 August 2020
Zero stars.. Highly disappointed,1.0,"The handle is broken, it is not a new one.. The product was dusty.. And a used one",30 October 2020
Not so good,2.0,"Not so good, plastic melt smell",17 December 2020
Broken piece delivered,1.0,Broken piece delivered,18 December 2020
Missing Recipe book,3.0,The recipe book was missing in the box. Need the recipe book to be sent to my address.,19 July 2020
Didn't receive recipe bool,3.0,We haven't received recipe bopk alongwith the product,26 September 2020
Totally disappointed,1.0,Received damaged product,22 August 2020
Recepie book missing,3.0,The recepie book is missing in the box. Pls share,15 August 2020
NEVER  buy THIS PRODUCT,1.0,I HAVE ONLY USED IT THREE TIMES AND NOW ITS NOT WORKING,3 February 2021
Just ok,3.0,Just ok,10 February 2021
Soso,3.0,Code length its very less,13 October 2020
Older model,1.0,2017 model. Returned,6 March 2021
No recipe book given,1.0,No recipe book given. Disappointing,30 October 2020
whether product is made india or china,1.0,"This item is made in china,",19 September 2020
Cheating us....,1.0,Dont buy it. Made in china products..,29 October 2020
Damage peace,1.0,Damage peace,12 November 2020
Recipe book not received,3.0,Recipe book not received,23 March 2021
Product received demage,1.0,Received in demage condition,18 November 2020
Bad quality,1.0,Not a good quality product.,26 November 2020
Nice Product! Express Shipment! Misssing Warranty Card and Recipe book! NOT a Philips India Product,2.0,"I still haven't used the product. The packing was good, but it's missing the warranty card & recipe book. The box has all information written in Mandarin or Malay language, which has actually created doubt in my mind. So, I called Philips India customer care, after talking to couple of associates I got to know that this is NOT a Philips India product. This model is sold in Singapore & Malaysia region, and has been imported in India by the Retailer, I guess.Associates also told me that Philips will provide a global 2 years warranty for this product, but there might be an issue in getting the spare parts in India during service/repair. So, things might get tougher after 2 years.Also, would like to highlight what Amazon has been doing, they have merged the Ratings & Reviews of the flagship product HD9220 (viva collection) into product page of HD9218 (that's why I wondering how come Amazon got more than 1800 reviews in such a small time.Guys, I just wanted to say to check the authenticity of this product/model before buying it from any online retailer. You can better look for some other models which are displayed on Philips India site.",28 June 2020
Outdated technology at double the price,1.0,This isn't even worth 5k anymore. This is the most basic analog fryer in the entire Philips catalog. This doesn't even have presets for ease of use! Washing is a pain unless you spend time to soak it. The world has moved on to air fryers with complete digital interface and presets and here we are willing to shell out 10K for a product that doesn't even come with a recipe book. Talk about India being the dumping ground for outdated technology at premium prices.Go for a simple convection OTG at less than half the price and better cooking results.,30 September 2020
Bad exprience,1.0,"Delivered on 16.10 with Broken bucket handle, dust on the outer side of airfryer, no receipe book, no warranty card, damaged carton when delivered first time..& on 2nd time product replaced on 20.10 in good condition but still no warranty card & receipe book there. I didnt use this product till now hence can't say about ""easy to use/clean & flavor""  overall Do not expect from co like phillips & amazon. Very bad exprience. Never recommend to buy from there. It's better to buy from market. 1 Out of 10 if i score",22 October 2020
No user manuals!??,3.0,For one of the better air fryers in the market it’s quite disappointing that you provide no user manual or instructions or a recipe booklet for the applianceJust a bland 1 page  with temperature guidelinesSome additional info on how to best use it and make good healthy foods would have been niceIf you have some more docs please send,23 February 2021
Broken Product,1.0,Send Philips Daily Collection HD9218 Air Fryer as gift to best frined. Shoked when open the packet it as product is broken and cannot use. Now I could see many users have same complaint. Replace the product urgently.,15 September 2020
No recipe book- don’t buy,1.0,Came without recipe book it was supposed to come with. Bought it as a gift for elderly mother. Please send booklet ASAP,6 October 2020
"Product faulty, company uncooperative.",2.0,"The product crashed immediately after the return window closed..I was guided to approach Philips in Chennai, but they were most uncooperative and never got back after inspecting it..not sure how to resolve this..They should ideally replace the air fryer.",12 December 2020
Recipe book missing,1.0,No recipe book included though same is mentioned in product details.,8 July 2020
Overhyped,1.0,Overhyped product. Foods don't even get cooked properly.,11 January 2021
Bad product,1.0,Bad product......?,14 June 2020
"Phillips product waste of money,poor product don't buy",1.0,"it was waste of money & not cooking properly , poor quality , handle broken ,npoor design so no proper response from philips poor product don't buy",21 March 2021
